query,_id,_score,genomic_pos,notfound,length
LEF1,51176,17.58839,"{'chr': '4', 'end': 108168956, 'ensemblgene': 'ENSG00000138795', 'start': 108047545, 'strand': -1}",,121411.0
CBR4,84869,17.698997,"{'chr': '4', 'end': 169010275, 'ensemblgene': 'ENSG00000145439', 'start': 168863770, 'strand': -1}",,146505.0
TNIP2,79155,17.705757,"{'chr': '4', 'end': 2756342, 'ensemblgene': 'ENSG00000168884', 'start': 2741648, 'strand': -1}",,14694.0
AASDH,132949,17.098885,"{'chr': '4', 'end': 56387508, 'ensemblgene': 'ENSG00000157426', 'start': 56338287, 'strand': -1}",,49221.0
ABCG2,9429,18.552696,"{'chr': '4', 'end': 88231628, 'ensemblgene': 'ENSG00000118777', 'start': 88090150, 'strand': -1}",,141478.0
PKD2L2,27039,18.439919,"{'chr': '5', 'end': 137942747, 'ensemblgene': 'ENSG00000078795', 'start': 137887968, 'strand': 1}",,54779.0
ETF1,2107,17.989937,"{'chr': '5', 'end': 138543236, 'ensemblgene': 'ENSG00000120705', 'start': 138506095, 'strand': -1}",,37141.0
OSMR,9180,18.031162,"{'chr': '5', 'end': 38945596, 'ensemblgene': 'ENSG00000145623', 'start': 38845858, 'strand': 1}",,99738.0
OCLN,100506658,18.407625,"[{'chr': '5', 'end': 69558104, 'ensemblgene': 'ENSG00000197822', 'start': 69492292, 'strand': 1}, {'chr': 'HSCHR5_2_CTG1_1', 'end': 339606, 'ensemblgene': 'ENSG00000273814', 'start': 275189, 'strand': 1}]",,
BTN3A1,11119,23.914879,"{'chr': '6', 'end': 26415208, 'ensemblgene': 'ENSG00000026950', 'start': 26402237, 'strand': 1}",,12971.0
C6orf47,57827,23.484547,"[{'chr': 'HSCHR6_MHC_QBL_CTG1', 'end': 2916590, 'ensemblgene': 'ENSG00000203623', 'start': 2914116, 'strand': -1}, {'chr': 'HSCHR6_MHC_MANN_CTG1', 'end': 2965819, 'ensemblgene': 'ENSG00000228177', 'start': 2963344, 'strand': -1}, {'chr': 'HSCHR6_MHC_MCF_CTG1', 'end': 3002644, 'ensemblgene': 'ENSG00000226531', 'start': 3000170, 'strand': -1}, {'chr': 'HSCHR6_MHC_DBB_CTG1', 'end': 2908543, 'ensemblgene': 'ENSG00000228435', 'start': 2906069, 'strand': -1}, {'chr': 'HSCHR6_MHC_COX_CTG1', 'end': 3138059, 'ensemblgene': 'ENSG00000235360', 'start': 3135587, 'strand': -1}, {'chr': 'HSCHR6_MHC_SSTO_CTG1', 'end': 2960049, 'ensemblgene': 'ENSG00000226103', 'start': 2957575, 'strand': -1}, {'chr': '6', 'end': 31660778, 'ensemblgene': 'ENSG00000204439', 'start': 31658298, 'strand': -1}]",,
EHMT2,10919,17.989937,"[{'chr': '6', 'end': 31897698, 'ensemblgene': 'ENSG00000204371', 'start': 31879759, 'strand': -1}, {'chr': 'HSCHR6_MHC_QBL_CTG1', 'end': 3153671, 'ensemblgene': 'ENSG00000206376', 'start': 3135732, 'strand': -1}, {'chr': 'HSCHR6_MHC_MCF_CTG1', 'end': 3239759, 'ensemblgene': 'ENSG00000238134', 'start': 3221824, 'strand': -1}, {'chr': 'HSCHR6_MHC_DBB_CTG1', 'end': 3145461, 'ensemblgene': 'ENSG00000227333', 'start': 3127533, 'strand': -1}, {'chr': 'HSCHR6_MHC_COX_CTG1', 'end': 3375112, 'ensemblgene': 'ENSG00000236759', 'start': 3357184, 'strand': -1}, {'chr': 'HSCHR6_MHC_SSTO_CTG1', 'end': 3190824, 'ensemblgene': 'ENSG00000224143', 'start': 3180981, 'strand': -1}, {'chr': 'HSCHR6_MHC_APD_CTG1', 'end': 3230309, 'ensemblgene': 'ENSG00000232045', 'start': 3212374, 'strand': -1}]",,
MTCH1,23787,18.226837,"{'chr': '6', 'end': 36986298, 'ensemblgene': 'ENSG00000137409', 'start': 36965807, 'strand': -1}",,20491.0
FASTK,10922,17.777378,"{'chr': '7', 'end': 151080866, 'ensemblgene': 'ENSG00000164896', 'start': 151076624, 'strand': -1}",,4242.0
ZNF713,349075,19.759287,"{'chr': '7', 'end': 55942530, 'ensemblgene': 'ENSG00000178665', 'start': 55887456, 'strand': 1}",,55074.0
NUDCD1,84955,17.61159,"{'chr': '8', 'end': 109334121, 'ensemblgene': 'ENSG00000120526', 'start': 109240919, 'strand': -1}",,93202.0
SLC35G5,83650,25.187399,"[{'chr': '8', 'end': 11332360, 'ensemblgene': 'ENSG00000177710', 'start': 11331012, 'strand': 1}, {'chr': 'HG76_PATCH', 'end': 2015957, 'ensemblgene': 'ENSG00000285084', 'start': 2014637, 'strand': -1}]",,
COLEC10,10584,17.66344,"{'chr': '8', 'end': 119108455, 'ensemblgene': 'ENSG00000184374', 'start': 118995452, 'strand': 1}",,113003.0
DOK2,9046,17.913214,"{'chr': '8', 'end': 21913690, 'ensemblgene': 'ENSG00000147443', 'start': 21908873, 'strand': -1}",,4817.0
HTRA4,203100,18.217384,"{'chr': '8', 'end': 38988663, 'ensemblgene': 'ENSG00000169495', 'start': 38974228, 'strand': 1}",,14435.0
FOXE1,2304,17.79402,"{'chr': '9', 'end': 97856717, 'ensemblgene': 'ENSG00000178919', 'start': 97853226, 'strand': 1}",,3491.0
ERP44,23071,17.052277,"{'chr': '9', 'end': 100099052, 'ensemblgene': 'ENSG00000023318', 'start': 99979185, 'strand': -1}",,119867.0
OR1L3,26735,23.79559,"{'chr': '9', 'end': 122676104, 'ensemblgene': 'ENSG00000171481', 'start': 122675130, 'strand': 1}",,974.0
NCS1,23413,18.070654,"{'chr': '9', 'end': 130237303, 'ensemblgene': 'ENSG00000107130', 'start': 130172404, 'strand': 1}",,64899.0
LCN10,414332,19.629026,"{'chr': '9', 'end': 136743356, 'ensemblgene': 'ENSG00000187922', 'start': 136738167, 'strand': -1}",,5189.0
TUBBP5,ENSG00000159247,8.519197,"{'chr': '9', 'end': 138177264, 'ensemblgene': 'ENSG00000159247', 'start': 138175045, 'strand': 1}",,2219.0
TUBBP5,643224,8.519197,,,
CLTA,1211,17.701248,"{'chr': '9', 'end': 36304781, 'ensemblgene': 'ENSG00000122705', 'start': 36190856, 'strand': 1}",,113925.0
MRPL43,84545,17.004152,"{'chr': '10', 'end': 100987515, 'ensemblgene': 'ENSG00000055950', 'start': 100969458, 'strand': -1}",,18057.0
ARL14EP,120534,17.784489,"{'chr': '11', 'end': 30338458, 'ensemblgene': 'ENSG00000152219', 'start': 30323104, 'strand': 1}",,15354.0
GNG8,94235,18.149784,"{'chr': '19', 'end': 46636541, 'ensemblgene': 'ENSG00000167414', 'start': 46633953, 'strand': -1}",,2588.0
CHODL,140578,17.59258,"{'chr': '21', 'end': 18267373, 'ensemblgene': 'ENSG00000154645', 'start': 17901263, 'strand': 1}",,366110.0
CDC42EP1,11135,18.26847,"{'chr': '22', 'end': 37569405, 'ensemblgene': 'ENSG00000128283', 'start': 37560480, 'strand': 1}",,8925.0
UBA3,9039,16.92167,"{'chr': '3', 'end': 69080408, 'ensemblgene': 'ENSG00000144744', 'start': 69054730, 'strand': -1}",,25678.0
TAF7,6879,17.435057,"{'chr': '5', 'end': 141320784, 'ensemblgene': 'ENSG00000178913', 'start': 141259884, 'strand': -1}",,60900.0
RARRES2,5919,18.487783,"{'chr': '7', 'end': 150341662, 'ensemblgene': 'ENSG00000106538', 'start': 150338317, 'strand': -1}",,3345.0
NRBP2,340371,18.288073,"{'chr': '8', 'end': 143840973, 'ensemblgene': 'ENSG00000185189', 'start': 143833583, 'strand': -1}",,7390.0
FIBCD1,84929,18.189373,"{'chr': '9', 'end': 130939286, 'ensemblgene': 'ENSG00000130720', 'start': 130902438, 'strand': -1}",,36848.0
FDX1,2230,17.19166,"{'chr': '11', 'end': 110464884, 'ensemblgene': 'ENSG00000137714', 'start': 110429948, 'strand': 1}",,34936.0
COMMD9,29099,17.620111,"{'chr': '11', 'end': 36289449, 'ensemblgene': 'ENSG00000110442', 'start': 36269284, 'strand': -1}",,20165.0
ARFGAP2,84364,17.63083,"{'chr': '11', 'end': 47177125, 'ensemblgene': 'ENSG00000149182', 'start': 47164299, 'strand': -1}",,12826.0
CARNS1,57571,18.443548,"{'chr': '11', 'end': 67425607, 'ensemblgene': 'ENSG00000172508', 'start': 67414968, 'strand': 1}",,10639.0
WNT1,7471,17.661245,"{'chr': '12', 'end': 48982620, 'ensemblgene': 'ENSG00000125084', 'start': 48978322, 'strand': 1}",,4298.0
RHEBL1,121268,17.957727,"{'chr': '12', 'end': 49070025, 'ensemblgene': 'ENSG00000167550', 'start': 49064676, 'strand': -1}",,5349.0
NR4A1,3164,17.751583,"{'chr': '12', 'end': 52059507, 'ensemblgene': 'ENSG00000123358', 'start': 52022832, 'strand': 1}",,36675.0
MICU2,221154,17.601002,"{'chr': '13', 'end': 21604181, 'ensemblgene': 'ENSG00000165487', 'start': 21492691, 'strand': -1}",,111490.0
PPM1A,5494,18.204874,"{'chr': '14', 'end': 60299087, 'ensemblgene': 'ENSG00000100614', 'start': 60245752, 'strand': 1}",,53335.0
GOLGA6A,342096,25.49844,"{'chr': '15', 'end': 74082550, 'ensemblgene': 'ENSG00000159289', 'start': 74069857, 'strand': -1}",,12693.0
CCDC33,80125,17.90549,"[{'chr': '15', 'end': 74336472, 'ensemblgene': 'ENSG00000140481', 'start': 74202705, 'strand': 1}, {'chr': 'HG2198_PATCH', 'end': 165741, 'ensemblgene': 'ENSG00000288407', 'start': 30130, 'strand': 1}]",,
EDC3,80153,16.992708,"{'chr': '15', 'end': 74696292, 'ensemblgene': 'ENSG00000179151', 'start': 74630558, 'strand': -1}",,65734.0
ITPRIPL2,162073,18.297968,"{'chr': '16', 'end': 19121629, 'ensemblgene': 'ENSG00000205730', 'start': 19113932, 'strand': 1}",,7697.0
RNF151,146310,18.067802,"[{'chr': '16', 'end': 1968975, 'ensemblgene': 'ENSG00000179580', 'start': 1966823, 'strand': 1}, {'chr': 'HG401_PATCH', 'end': 35123, 'ensemblgene': 'ENSG00000291936', 'start': 32971, 'strand': 1}]",,
BCL7C,9274,18.970907,"{'chr': '16', 'end': 30894302, 'ensemblgene': 'ENSG00000099385', 'start': 30833626, 'strand': -1}",,60676.0
IST1,9798,17.020027,"{'chr': '16', 'end': 71931199, 'ensemblgene': 'ENSG00000182149', 'start': 71845996, 'strand': 1}",,85203.0
TXNL4B,54957,17.594683,"{'chr': '16', 'end': 72094431, 'ensemblgene': 'ENSG00000140830', 'start': 72084857, 'strand': -1}",,9574.0
NXNL1,115861,18.000824,"{'chr': '19', 'end': 17460926, 'ensemblgene': 'ENSG00000171773', 'start': 17455425, 'strand': -1}",,5501.0
IL4I1,259307,17.90549,"{'chr': '19', 'end': 49929539, 'ensemblgene': 'ENSG00000104951', 'start': 49889654, 'strand': -1}",,39885.0
PSMD4,5710,18.439919,"{'chr': '1', 'end': 151267479, 'ensemblgene': 'ENSG00000159352', 'start': 151254709, 'strand': 1}",,12770.0
FCGR2C,ENSG00000244682,8.519197,"{'chr': '1', 'end': 161605662, 'ensemblgene': 'ENSG00000244682', 'start': 161581339, 'strand': 1}",,24323.0
FCGR2C,9103,8.519197,,,
UCK2,7371,18.304598,"{'chr': '1', 'end': 165911618, 'ensemblgene': 'ENSG00000143179', 'start': 165827614, 'strand': 1}",,84004.0
CSRP1,1465,18.24272,"{'chr': '1', 'end': 201509456, 'ensemblgene': 'ENSG00000159176', 'start': 201483530, 'strand': -1}",,25926.0
COA6,388753,20.01745,"{'chr': '1', 'end': 234385080, 'ensemblgene': 'ENSG00000168275', 'start': 234373456, 'strand': 1}",,11624.0
ZP4,57829,18.986305,"{'chr': '1', 'end': 237890922, 'ensemblgene': 'ENSG00000116996', 'start': 237877864, 'strand': -1}",,13058.0
IFNLR1,163702,17.782116,"{'chr': '1', 'end': 24187959, 'ensemblgene': 'ENSG00000185436', 'start': 24154168, 'strand': -1}",,33791.0
GPR3,2827,17.7035,"{'chr': '1', 'end': 27395814, 'ensemblgene': 'ENSG00000181773', 'start': 27392622, 'strand': 1}",,3192.0
KPNA6,23633,17.710278,"{'chr': '1', 'end': 32176563, 'ensemblgene': 'ENSG00000025800', 'start': 32108056, 'strand': 1}",,68507.0
RRBP1,6238,18.233171,"{'chr': '20', 'end': 17682295, 'ensemblgene': 'ENSG00000125844', 'start': 17613678, 'strand': -1}",,68617.0
CST9L,128821,22.29698,"{'chr': '20', 'end': 23568484, 'ensemblgene': 'ENSG00000101435', 'start': 23564732, 'strand': -1}",,3752.0
PTPRA,5786,17.63514,"{'chr': '20', 'end': 3039076, 'ensemblgene': 'ENSG00000132670', 'start': 2873420, 'strand': 1}",,165656.0
RNF24,11237,17.654676,"{'chr': '20', 'end': 4015558, 'ensemblgene': 'ENSG00000101236', 'start': 3927309, 'strand': -1}",,88249.0
RGS19,10287,17.737692,"{'chr': '20', 'end': 64079988, 'ensemblgene': 'ENSG00000171700', 'start': 64073181, 'strand': -1}",,6807.0
ATL2,64225,17.737692,"{'chr': '2', 'end': 38377285, 'ensemblgene': 'ENSG00000119787', 'start': 38293954, 'strand': -1}",,83331.0
MDH1,4190,17.251123,"{'chr': '2', 'end': 63607197, 'ensemblgene': 'ENSG00000014641', 'start': 63588609, 'strand': 1}",,18588.0
FAM43A,131583,17.685568,"{'chr': '3', 'end': 194689037, 'ensemblgene': 'ENSG00000185112', 'start': 194685883, 'strand': 1}",,3154.0
ZCCHC4,29063,17.617977,"{'chr': '4', 'end': 25370383, 'ensemblgene': 'ENSG00000168228', 'start': 25312774, 'strand': 1}",,57609.0
RHOH,399,17.603113,"{'chr': '4', 'end': 40246967, 'ensemblgene': 'ENSG00000168421', 'start': 40191011, 'strand': 1}",,55956.0
NUP153,9972,17.3574,"{'chr': '6', 'end': 17706925, 'ensemblgene': 'ENSG00000124789', 'start': 17615035, 'strand': -1}",,91890.0
BTN1A1,696,19.397362,"[{'chr': '6', 'end': 26510425, 'ensemblgene': 'ENSG00000124557', 'start': 26500303, 'strand': 1}, {'chr': 'HSCHR6_1_CTG1', 'end': 56605, 'ensemblgene': 'ENSG00000292177', 'start': 46483, 'strand': 1}]",,
TFR2,7036,18.12888,"{'chr': '7', 'end': 100642779, 'ensemblgene': 'ENSG00000106327', 'start': 100620416, 'strand': -1}",,22363.0
ATG9B,285973,17.867435,"{'chr': '7', 'end': 151024499, 'ensemblgene': 'ENSG00000181652', 'start': 151012209, 'strand': -1}",,12290.0
NT5C3A,51251,17.66564,"{'chr': '7', 'end': 33062796, 'ensemblgene': 'ENSG00000122643', 'start': 33014113, 'strand': -1}",,48683.0
CCM2,83605,17.641624,"{'chr': '7', 'end': 45076469, 'ensemblgene': 'ENSG00000136280', 'start': 44999475, 'strand': 1}",,76994.0
FOXK1,221937,17.654676,"{'chr': '7', 'end': 4771442, 'ensemblgene': 'ENSG00000164916', 'start': 4682295, 'strand': 1}",,89147.0
PILRB,29990,23.484547,"{'chr': '7', 'end': 100367831, 'ensemblgene': 'ENSG00000121716', 'start': 100352176, 'strand': 1}",,15655.0
DUSP26,78986,18.102406,"{'chr': '8', 'end': 33600023, 'ensemblgene': 'ENSG00000133878', 'start': 33591330, 'strand': -1}",,8693.0
C9orf163,158055,27.201292,"{'chr': '9', 'end': 136486067, 'ensemblgene': 'ENSG00000196366', 'start': 136483495, 'strand': 1}",,2572.0
TMEM203,94107,17.66344,"{'chr': '9', 'end': 137205648, 'ensemblgene': 'ENSG00000187713', 'start': 137204082, 'strand': -1}",,1566.0
ARID3C,138715,17.779745,"{'chr': '9', 'end': 34629066, 'ensemblgene': 'ENSG00000205143', 'start': 34621049, 'strand': -1}",,8017.0
NAA35,60560,17.041943,"{'chr': '9', 'end': 86025462, 'ensemblgene': 'ENSG00000135040', 'start': 85941146, 'strand': 1}",,84316.0
OFD1,8481,17.5863,"{'chr': 'X', 'end': 13777955, 'ensemblgene': 'ENSG00000046651', 'start': 13734743, 'strand': 1}",,43212.0
MMP13,4322,19.04947,"{'chr': '11', 'end': 102955732, 'ensemblgene': 'ENSG00000137745', 'start': 102942995, 'strand': -1}",,12737.0
TDG,6996,17.561417,"{'chr': '12', 'end': 103988874, 'ensemblgene': 'ENSG00000139372', 'start': 103965822, 'strand': 1}",,23052.0
SMARCD1,6602,17.650314,"{'chr': '12', 'end': 50100707, 'ensemblgene': 'ENSG00000066117', 'start': 50085200, 'strand': 1}",,15507.0
MIR381,494330,21.549486,"{'chr': '14', 'end': 101045994, 'ensemblgene': 'ENSG00000199020', 'start': 101045920, 'strand': 1}",,74.0
VSX2,338917,17.489077,"{'chr': '14', 'end': 74262738, 'ensemblgene': 'ENSG00000119614', 'start': 74239449, 'strand': 1}",,23289.0
VMO1,284013,18.616377,"{'chr': '17', 'end': 4786433, 'ensemblgene': 'ENSG00000182853', 'start': 4785285, 'strand': -1}",,1148.0
ZNF784,147808,19.293339,"{'chr': '19', 'end': 55624566, 'ensemblgene': 'ENSG00000179922', 'start': 55620741, 'strand': -1}",,3825.0
EXOSC10,5394,17.58421,"{'chr': '1', 'end': 11099869, 'ensemblgene': 'ENSG00000171824', 'start': 11066618, 'strand': -1}",,33251.0
MAN1A2,10905,17.667841,"{'chr': '1', 'end': 117528872, 'ensemblgene': 'ENSG00000198162', 'start': 117367449, 'strand': 1}",,161423.0
MFN2,9927,17.626534,"{'chr': '1', 'end': 12015211, 'ensemblgene': 'ENSG00000116688', 'start': 11980181, 'strand': 1}",,35030.0
UBE2Q1,55585,18.06495,"{'chr': '1', 'end': 154559028, 'ensemblgene': 'ENSG00000160714', 'start': 154548577, 'strand': -1}",,10451.0
GJB5,2709,19.076569,"{'chr': '1', 'end': 34758512, 'ensemblgene': 'ENSG00000189280', 'start': 34755047, 'strand': 1}",,3465.0
TMEM50B,757,18.125914,"[{'chr': 'HSCHR21_4_CTG1_1', 'end': 84140, 'ensemblgene': 'ENSG00000263160', 'start': 27057, 'strand': -1}, {'chr': '21', 'end': 33479974, 'ensemblgene': 'ENSG00000142188', 'start': 33432485, 'strand': -1}]",,
POC5,134359,17.624392,"{'chr': '5', 'end': 75717448, 'ensemblgene': 'ENSG00000152359', 'start': 75674124, 'strand': -1}",,43324.0
RASA4B,100271927,19.652632,"{'chr': '7', 'end': 102517777, 'ensemblgene': 'ENSG00000170667', 'start': 102479976, 'strand': -1}",,37801.0
DENND3,22898,18.255543,"{'chr': '8', 'end': 141195808, 'ensemblgene': 'ENSG00000105339', 'start': 141117278, 'strand': 1}",,78530.0
POLR3D,661,17.683342,"{'chr': '8', 'end': 22254601, 'ensemblgene': 'ENSG00000168495', 'start': 22245133, 'strand': 1}",,9468.0
ADAM32,203102,19.590467,"[{'chr': '8', 'end': 39284917, 'ensemblgene': 'ENSG00000197140', 'start': 39106990, 'strand': 1}, {'chr': 'HSCHR8_9_CTG1', 'end': 190626, 'ensemblgene': 'ENSG00000275594', 'start': 12673, 'strand': 1}]",,
TOR4A,54863,18.304598,"{'chr': '9', 'end': 137282641, 'ensemblgene': 'ENSG00000198113', 'start': 137277726, 'strand': 1}",,4915.0
ART5,116969,19.184095,"{'chr': '11', 'end': 3642316, 'ensemblgene': 'ENSG00000167311', 'start': 3638512, 'strand': -1}",,3804.0
CYB5R2,51700,19.997513,"{'chr': '11', 'end': 7677222, 'ensemblgene': 'ENSG00000166394', 'start': 7665100, 'strand': -1}",,12122.0
KLRC2,3822,23.914879,"{'chr': '12', 'end': 10442300, 'ensemblgene': 'ENSG00000205809', 'start': 10426854, 'strand': -1}",,15446.0
DDX19A,55308,19.007074,"{'chr': '16', 'end': 70373383, 'ensemblgene': 'ENSG00000168872', 'start': 70346861, 'strand': 1}",,26522.0
AQP4,361,17.61159,"{'chr': '18', 'end': 26865771, 'ensemblgene': 'ENSG00000171885', 'start': 26852043, 'strand': -1}",,13728.0
SOX18,54345,17.712543,"{'chr': '20', 'end': 64049639, 'ensemblgene': 'ENSG00000203883', 'start': 64047582, 'strand': -1}",,2057.0
WNT10A,80326,17.63946,"{'chr': '2', 'end': 218899581, 'ensemblgene': 'ENSG00000135925', 'start': 218880852, 'strand': 1}",,18729.0
EDIL3,10085,18.192461,"{'chr': '5', 'end': 84384880, 'ensemblgene': 'ENSG00000164176', 'start': 83940554, 'strand': -1}",,444326.0
SOWAHD,347454,17.692268,"{'chr': 'X', 'end': 119760202, 'ensemblgene': 'ENSG00000187808', 'start': 119758588, 'strand': 1}",,1614.0
GLT1D1,144423,17.594683,"{'chr': '12', 'end': 128984968, 'ensemblgene': 'ENSG00000151948', 'start': 128853427, 'strand': 1}",,131541.0
LYRM1,57149,17.580042,"{'chr': '16', 'end': 20925006, 'ensemblgene': 'ENSG00000102897', 'start': 20899868, 'strand': 1}",,25138.0
MMP25,64386,18.940563,"{'chr': '16', 'end': 3060729, 'ensemblgene': 'ENSG00000008516', 'start': 3046062, 'strand': 1}",,14667.0
RAD51D,5892,17.161173,"{'chr': '17', 'end': 35121522, 'ensemblgene': 'ENSG00000185379', 'start': 35092221, 'strand': -1}",,29301.0
RPL23,9349,11.940047,"{'chr': '17', 'end': 38868644, 'ensemblgene': 'ENSG00000125691', 'start': 38847860, 'strand': -1}",,20784.0
CSH2,1443,24.70666,"{'chr': '17', 'end': 63873766, 'ensemblgene': 'ENSG00000213218', 'start': 63872012, 'strand': -1}",,1754.0
NAPA,8775,17.67668,"{'chr': '19', 'end': 47515091, 'ensemblgene': 'ENSG00000105402', 'start': 47487637, 'strand': -1}",,27454.0
ZNF530,348327,22.433834,"{'chr': '19', 'end': 57612722, 'ensemblgene': 'ENSG00000183647', 'start': 57599885, 'strand': 1}",,12837.0
PINK1,65018,17.167542,"{'chr': '1', 'end': 20651511, 'ensemblgene': 'ENSG00000158828', 'start': 20633458, 'strand': 1}",,18053.0
TSPAN1,10103,18.073513,"{'chr': '1', 'end': 46185962, 'ensemblgene': 'ENSG00000117472', 'start': 46175073, 'strand': 1}",,10889.0
GPR153,387509,18.418314,"{'chr': '1', 'end': 6261098, 'ensemblgene': 'ENSG00000158292', 'start': 6247353, 'strand': -1}",,13745.0
C20orf141,128653,24.044119,"{'chr': '20', 'end': 2815833, 'ensemblgene': 'ENSG00000258713', 'start': 2814987, 'strand': 1}",,846.0
UGT1A5,54579,24.512655,"{'chr': '2', 'end': 233773300, 'ensemblgene': 'ENSG00000288705', 'start': 233712907, 'strand': 1}",,60393.0
QPCT,25797,17.81326,"{'chr': '2', 'end': 37373322, 'ensemblgene': 'ENSG00000115828', 'start': 37342827, 'strand': 1}",,30495.0
MTHFD2,10797,17.66344,"{'chr': '2', 'end': 74217565, 'ensemblgene': 'ENSG00000065911', 'start': 74186172, 'strand': 1}",,31393.0
PLSCR1,5359,19.560295,"{'chr': '3', 'end': 146544856, 'ensemblgene': 'ENSG00000188313', 'start': 146515180, 'strand': -1}",,29676.0
TLR6,10333,19.178246,"{'chr': '4', 'end': 38856817, 'ensemblgene': 'ENSG00000174130', 'start': 38822897, 'strand': -1}",,33920.0
EFNA5,1946,18.14079,"{'chr': '5', 'end': 107670937, 'ensemblgene': 'ENSG00000184349', 'start': 107376894, 'strand': -1}",,294043.0
SREK1,140890,17.613714,"{'chr': '5', 'end': 66183615, 'ensemblgene': 'ENSG00000153914', 'start': 66139971, 'strand': 1}",,43644.0
TPMT,7172,18.14678,"{'chr': '6', 'end': 18155077, 'ensemblgene': 'ENSG00000137364', 'start': 18128311, 'strand': -1}",,26766.0
TES,26136,16.646692,"{'chr': '7', 'end': 116258783, 'ensemblgene': 'ENSG00000135269', 'start': 116210506, 'strand': 1}",,48277.0
C8orf58,541565,22.936405,"{'chr': '8', 'end': 22604150, 'ensemblgene': 'ENSG00000241852', 'start': 22599599, 'strand': 1}",,4551.0
IFNA6,3443,23.484547,"{'chr': '9', 'end': 21350956, 'ensemblgene': 'ENSG00000120235', 'start': 21350253, 'strand': -1}",,703.0
TMEM187,8269,18.192461,"{'chr': 'X', 'end': 153983194, 'ensemblgene': 'ENSG00000177854', 'start': 153972754, 'strand': 1}",,10440.0
GPR89A,653519,20.255547,"{'chr': '1', 'end': 145670650, 'ensemblgene': 'ENSG00000117262', 'start': 145607988, 'strand': 1}",,62662.0
UBE2G2,7327,17.607346,"{'chr': '21', 'end': 44801826, 'ensemblgene': 'ENSG00000184787', 'start': 44768580, 'strand': -1}",,33246.0
COL18A1,80781,18.304598,"[{'chr': 'HG2521_PATCH', 'end': 130946, 'ensemblgene': 'ENSG00000292234', 'start': 22400, 'strand': 1}, {'chr': '21', 'end': 45513720, 'ensemblgene': 'ENSG00000182871', 'start': 45405165, 'strand': 1}]",,
KLF11,8462,18.143782,"{'chr': '2', 'end': 10054836, 'ensemblgene': 'ENSG00000172059', 'start': 10042849, 'strand': 1}",,11987.0
DLK2,65989,17.63946,"{'chr': '6', 'end': 43456632, 'ensemblgene': 'ENSG00000171462', 'start': 43450352, 'strand': -1}",,6280.0
PRICKLE3,4007,18.047964,"{'chr': 'X', 'end': 49186528, 'ensemblgene': 'ENSG00000012211', 'start': 49174802, 'strand': -1}",,11726.0
POLR2L,5441,17.737692,"{'chr': '11', 'end': 842529, 'ensemblgene': 'ENSG00000177700', 'start': 837356, 'strand': -1}",,5173.0
IGHV3-38,28429,26.409512,"{'chr': '14', 'end': 106411021, 'ensemblgene': 'ENSG00000211958', 'start': 106410493, 'strand': -1}",,528.0
IGHV3-38,ENSG00000282425,26.409512,"{'chr': 'HSCHR14_3_CTG1', 'end': 902700, 'ensemblgene': 'ENSG00000282425', 'start': 902171, 'strand': -1}",,529.0
MSRB1,51734,18.120003,"[{'chr': '16', 'end': 1943199, 'ensemblgene': 'ENSG00000198736', 'start': 1938229, 'strand': -1}, {'chr': 'HG401_PATCH', 'end': 9347, 'ensemblgene': 'ENSG00000291928', 'start': 4377, 'strand': -1}]",,
SCYL3,57147,17.596786,"{'chr': '1', 'end': 169894267, 'ensemblgene': 'ENSG00000000457', 'start': 169849631, 'strand': -1}",,44636.0
SYT14,255928,17.47345,"{'chr': '1', 'end': 210171389, 'ensemblgene': 'ENSG00000143469', 'start': 209900923, 'strand': 1}",,270466.0
DEFB119,245932,20.579641,"{'chr': '20', 'end': 31390590, 'ensemblgene': 'ENSG00000180483', 'start': 31377164, 'strand': -1}",,13426.0
IGKV1D-12,28903,27.201292,"{'chr': '2', 'end': 90160335, 'ensemblgene': 'ENSG00000278857', 'start': 90159840, 'strand': 1}",,495.0
DPY19L4,286148,18.067802,"{'chr': '8', 'end': 94793836, 'ensemblgene': 'ENSG00000156162', 'start': 94719703, 'strand': 1}",,74133.0
LOXL4,84171,17.58839,"{'chr': '10', 'end': 98268194, 'ensemblgene': 'ENSG00000138131', 'start': 98247690, 'strand': -1}",,20504.0
FAM24A,118670,21.32409,"{'chr': '10', 'end': 122913111, 'ensemblgene': 'ENSG00000203795', 'start': 122910610, 'strand': 1}",,2501.0
FAS,355,17.854956,"{'chr': '10', 'end': 89029605, 'ensemblgene': 'ENSG00000026103', 'start': 88953813, 'strand': 1}",,75792.0
MIR125B1,406911,21.470654,"{'chr': '11', 'end': 122099844, 'ensemblgene': 'ENSG00000207971', 'start': 122099757, 'strand': -1}",,87.0
SNX19,399979,18.245914,"{'chr': '11', 'end': 130916479, 'ensemblgene': 'ENSG00000120451', 'start': 130866250, 'strand': -1}",,50229.0
OR51A2,401667,27.201292,"{'chr': '11', 'end': 4955713, 'ensemblgene': 'ENSG00000205496', 'start': 4954772, 'strand': -1}",,941.0
OR52A1,23538,24.185125,"{'chr': '11', 'end': 5154757, 'ensemblgene': 'ENSG00000182070', 'start': 5146824, 'strand': -1}",,7933.0
OR52H1,390067,22.692766,"{'chr': '11', 'end': 5548540, 'ensemblgene': 'ENSG00000181616', 'start': 5544489, 'strand': -1}",,4051.0
