gene,observed_dNdS,expected_dNdS
ZNF114,1.0,3.5511948544034535
JPH2,5.0,2.1163066598908187
FAM86A,1.0,2.223269646338825
SDF4,3.0,2.2522320841718315
B4GALNT4,1.0,2.099887432407045
DSCAML1,2.25,2.174613237944971
RAB40AL,3.0,2.097335689376081
NR5A1,0.0,1.9991900179030895
UBQLNL,3.0,2.9870192500805173
CXorf58,3.0,3.645342073895092
ESPNP,6.0,
C9orf163,2.0,2.4100278414481435
UNC5A,6.0,2.0575889618191288
GFI1B,3.0,2.3842472793030525
TSC1,2.0,2.8587078953817073
ZNF692,1.0,2.1966355255914487
LTB,0.0,1.9611416119368874
LRRC4,1.5,2.2572437007946076
PBOV1,2.0,3.097431360488383
PRDX6,3.0,2.640911074390362
YY2,4.0,2.5721140671784544
PRMT6,2.0,2.0847740061032702
CNGA1,6.0,3.2242375130983847
CAAP1,0.0,3.097059510002995
IFT172,2.0,2.7353104463880453
KCNA7,0.0,2.0025096359244237
CRADD,3.0,2.6146193379979588
TMIGD1,2.0,2.8636980345182486
NYAP2,1.6,2.4889013968485387
HSF2,3.0,3.4825753574713785
SEPT6,1.5,2.387009865135882
FAH,2.0,2.4949026856731598
TMEM242,3.0,3.1212282415988066
SERBP1,9.0,3.46718585967261
TLDC1,1.0,2.449633722375592
AVPR1A,4.0,2.6390592044316614
GRAP2,3.0,2.627478954670167
TRAF5,2.0,2.880460072958716
TMEM187,3.0,2.0884336974617246
THRAP3,3.0,3.2368832497122364
GRM1,3.375,2.3632821221509035
IFT74,1.0,3.845715260389545
MTG1,2.0,2.073904513497201
SLC10A1,2.0,2.1856253919321227
CCR9,2.0,2.508511210504325
FNDC3B,1.6666666666666667,3.27380074764264
VN1R2,3.0,2.712176740618696
TMEM50B,0.5,3.9776636997378074
ACTRT3,2.0,2.7906885261263352
GPR124,6.0,2.0240066820699303
ACAD9,2.0,2.4151990772256586
RPS6KB1,1.5,3.477795244118675
AGAP7,4.0,2.605080187655171
CEP76,4.0,3.0536469582129766
TRUB2,1.0,2.259764658155625
FAM221B,2.0,3.0420199480180865
GPR174,4.0,2.824484644136653
IGHV1OR15-9,2.5,
IGLV8-61,2.0,
TMEM30A,2.0,3.111921367350649
PRG4,7.0,3.0661288246198755
TM4SF2,2.0,2.5655888602320207
IL1RAPL1,4.333333333333333,3.137326880796683
GRM4,2.0,2.1010719610262543
ZNF721,1.5,3.141678230941313
C7orf25,3.0,3.1782710838498347
IDH1,4.0,3.1491210442558977
SH3BP1,3.0,2.192188819674588
DCC,12.0,3.0381696135492655
RPS25,0.5,2.6472350686190853
OTUB1,1.0,2.2730834436088387
CDK5,2.0,2.2075008004345538
CRNN,1.0,2.9712762799923422
RARA,3.0,2.1638721999156654
ACOX3,2.0,2.3501582777667607
PLA2G5,0.0,2.365538566689652
C4orf3,0.0,2.7999608122090396
ARMC9,1.5,2.5099236822941506
NR2C1,1.0,3.6137220173598914
UBA3,4.0,3.5169013408494525
TUBBP5,2.0,
SLC1A7,3.0,1.9350020611804373
VIPR2,3.0,2.102869259936848
LLGL1,0.0,2.223889207831731
RTN4,9.0,2.774047050315506
ZNF184,12.0,3.7576168512925543
TGDS,4.0,3.6431126635665247
RC3H1,10.0,3.450503820675165
SNIP1,1.0,2.92118292434933
NPTXR,4.0,2.018358442085628
KRT82,4.0,2.2113192543489406
SPATA33,3.0,2.5737988998584176
MIR450A1,2.0,
C4A,4.0,2.2646253251795896
TMTC1,7.0,2.6433043800125837
GJA8,6.0,2.1311765239195837
C2orf61,1.0,3.2186021741157123
CCDC173,3.0,4.153688025177481
MTFP1,0.0,2.0451740069124953
TET2,1.5,3.687686594117035
PUS7L,2.0,3.728416041195708
C17orf70,3.0,1.7311020699617548
OVGP1,5.0,2.7246977386315985
ENPEP,6.0,3.046203377681624
XRCC2,4.0,3.4334020219779764
TAF7L,3.0,3.3570795785922285
TFEC,4.0,3.705103289604396
GJA9,4.0,3.446083322641434
TMEM14A,2.0,2.719483847528895
COL20A1,1.5,2.1343462787580196
PREPL,4.0,3.4474134016625175
MT1F,2.0,2.8730841600258947
UBFD1,0.0,2.4658634228744876
LEF1,5.0,3.207892776065401
OR5I1,4.5,2.446818127496272
HDAC3,3.0,2.616664898893528
WDR54,0.5,2.5269296741408294
OR4M2,4.0,2.5473213802644086
RNF180,4.0,3.3000829286849385
ANKRD37,1.0,3.007112529295404
GRPR,4.0,2.2114553481544097
KAL1,1.0,2.6531125519791168
RBP2,2.0,2.8373545008109304
PYGO1,5.0,4.034136017323116
HPS6,7.0,2.167085371996497
SKAP1,2.0,3.126664422120688
LY6D,0.0,1.9356526026584369
PLEKHH2,7.0,3.4599939168865963
NAPRT1,2.5,1.9956788977846749
TUBA1B,4.0,2.6452274389081807
FOLR3,3.0,2.496951898540108
KRTAP5-1,1.0,2.7110083220044103
PAPSS1,7.0,3.2943951487161343
ERBB2,2.5,2.299920320569675
NPAS2,1.0,2.5524434253146873
FZD9,0.0,1.9713150811727476
FAM154B,2.0,3.307369989036642
AGL,2.3333333333333335,3.911669716095153
DNTT,0.5,2.9253598490029464
DPH5,3.0,3.3541995434529697
AFF2,5.666666666666667,3.0141224996336335
FCRLB,5.0,2.150312134829751
ZNF41,2.0,3.449025576897166
BDH1,2.0,2.2555538806142668
SCN1B,2.0,2.132000828124039
OR11H1,3.0,2.8514681490557594
CYLD,9.0,3.3666646532346003
ULBP2,0.0,2.733235627134395
SLC25A19,2.0,2.315122791198099
SLITRK4,4.75,2.733962300192507
GDAP2,3.0,3.3024466510891064
GRSF1,1.0,2.746713586176875
CACNG2,2.0,2.2076070137342536
ZP1,0.5,2.3798870577691162
YARS,6.0,2.512302346771684
DNAH10,1.75,2.514680239792765
AGO3,8.0,3.076740946843232
MKLN1,5.0,3.6488903066768277
AGFG1,2.0,3.6007017647388637
GPRC5A,2.0,2.2005525940432165
EPHA6,6.0,3.2258116068254146
SLC22A23,3.0,2.0390841334360568
RASGRP4,4.0,2.2245216897873137
CD7,2.0,1.930713923462841
CREB3L1,2.0,2.2038862969424415
ELAC2,1.3333333333333333,2.550258311567848
MARCKS,1.0,2.3424449304316384
PCNXL2,2.5,2.599415383303452
VILL,1.0,2.329277739328326
BRD2,0.0,2.969825007644434
ACOT9,1.0,3.1654518616015777
IGKV3-11,2.0,
CDCP1,1.0,2.3239695768367303
CLDN17,1.0,2.6452431740576396
TCP11,3.0,2.6602323623922923
LCN12,2.0,2.136494772774816
ANKRD20A8P,4.0,
PFKFB1,3.0,2.5182125834723337
ABCG8,4.0,2.1775349034949647
PLA2R1,5.0,3.4877440455599835
EDIL3,3.0,3.545582594315122
COL25A1,0.8333333333333334,3.2184035110275304
GOSR2,2.0,2.5215111436526385
PORCN,2.0,2.0755734745364025
ALAS1,0.0,2.800494537992544
MTA1,1.0,2.158325986559863
TRAT1,6.0,3.553589556151866
ACIN1,11.0,2.823494086891416
SOX3,1.0,2.300755028833716
ZNF845,5.0,3.8882907007782443
ART5,2.0,2.320971684883421
DDX18,3.0,3.104518396960465
ETS2,6.0,2.582156302515963
HIST1H3E,6.0,2.2472888366690214
WDR52,4.0,3.4243390330039936
PIGL,0.5,2.8078967428598025
NUP133,4.0,3.1387064369091
BCL2L1,3.0,2.4917511725648698
DPY19L2P1,6.0,
COL17A1,2.6666666666666665,2.847898156745273
FOXF1,2.0,2.063849360445242
DTD1,2.0,2.617925805689567
AC005013.5,5.0,
CDC27,2.0,3.6636676131530517
NSUN3,1.5,3.0777043215182194
BEX2,1.0,3.1564934588050737
C11orf82,5.0,3.368052171481591
ZGLP1,0.0,2.425451044262417
ASB2,3.0,2.0648228426009942
RIPK4,2.0,1.9912009803797002
CALB2,4.0,2.578655368555264
TACSTD2,2.0,1.8510783760738807
KRT9,0.5,3.029897412059755
STMN2,3.0,2.691328404932678
TWF2,4.0,2.2324357422206633
WDR76,3.0,3.286879594789249
PLOD1,2.0,2.1347559738546247
TRIOBP,1.6,2.5556261561053657
ACTRT1,5.0,2.740896573093387
IGHV3-23,2.0,
BSPRY,3.0,2.2844737015714385
ITGA2B,5.0,2.2147558876654934
TACC3,6.0,2.4581210881000173
PARK2,5.0,2.8584108561030392
SPACA7,6.0,3.2157249330881212
KIF26A,5.0,2.1760492847417234
INPP5J,5.0,2.407207992578825
SRGAP3,4.0,2.3915958317591683
ZBTB37,1.0,3.076433574966501
ZNF791,3.0,2.6168010998271973
TNS3,1.6,2.3809492705616857
UBE2L6,2.0,2.0690061968873183
GTDC1,5.0,3.155595302827889
BEND3,1.0,2.1220348217824845
VSIG8,3.0,2.1426124633353294
TRBV7-1,2.0,
DHX16,2.3333333333333335,2.466289275754155
PSMD10,2.0,2.975786434253714
RSAD2,6.0,2.7386744580252373
RMDN2,3.0,3.762772465042714
OR8I2,7.0,2.5280066293017143
XPO7,2.5,2.550229532054393
TTC18,3.5,3.195438713151666
EDNRB,6.0,2.6674009147087125
TAF4B,5.0,2.9992952920476075
MB,5.0,2.2085201642160404
MATN1,1.0,2.0411379094254176
MTMR14,0.6666666666666666,2.405257834122015
C15orf40,0.0,2.906823119649324
C16orf93,5.0,2.38223370485883
FAM120B,4.0,3.034842781499755
RSPH1,2.0,3.1208158739680725
RDX,1.0,3.8673339774122244
KCNK5,7.0,2.1361865893020324
CCDC15,3.0,3.4260660060745622
ARHGEF35,2.0,3.173808228296039
ANKRD26,5.0,3.858490987883782
JRK,3.0,
RN7SL345P,2.0,
DNAI1,5.0,2.6070700409165104
RMDN3,2.0,2.510535136393953
DHX38,1.3333333333333333,2.4461429500119793
CDK11A,2.0,2.4209830654538336
SDHAP2,2.0,
SOX14,2.0,2.153475930964411
RGMA,0.0,2.094075618205179
PDCD1,0.0,2.2441570109643445
FNDC1,3.0,2.535945601298002
TMEM214,3.0,2.2220825907358575
CYP27B1,4.0,2.2467733217323316
SLC16A4,3.0,3.0271849798437467
PLA2G4B,1.0,2.1912866423651085
ERMAP,3.0,2.556930551953248
FBXW2,1.0,2.7344410982909766
LINC01155,5.0,
ELP4,2.0,3.0816140919058377
ATP1A2,3.0,2.2387779159384054
KRTAP6-2,1.0,2.6813620175359003
NFATC3,5.0,3.7092323166635564
RUSC1,3.5,2.4703825412325306
TCP10,2.0,3.095998289173725
SLC26A9,6.0,2.2084858986208733
KLK4,2.0,2.348940373476273
MORC2,6.0,2.559748065527945
USP8,2.6666666666666665,3.621634622982466
PRMT10,3.0,3.470028529575615
DNAJC8,4.0,3.298654657247513
SLC26A7,2.3333333333333335,2.82659842119548
HTR1B,3.0,2.017807832118146
SLC44A1,5.0,2.9065809936290017
DHRS13,2.0,2.2163797332479427
COL24A1,9.0,4.021714850390449
RPTOR,1.0,2.874470218620095
GPR6,1.0,1.8542376992453096
CGB5,2.0,2.0384904006182625
RECQL5,1.25,2.4469849334657736
WDR20,4.0,2.7675340753770588
LPO,0.0,2.382456590290841
SNRNP27,2.0,3.1661504621496084
WDR1,4.0,2.2904503094860376
OR3A1,2.0,2.222741775381034
SNCAIP,2.0,3.3856587254243946
WDR46,2.0,2.604014971514375
C15orf27,2.3333333333333335,2.2743343550440644
CNTNAP5,8.333333333333334,2.715209361195074
SEMA3D,2.0,3.2714067078862445
CHD5,7.0,2.2432403127492027
TUBB3,0.0,1.9545155521911761
MCRS1,2.0,3.0941499847031957
QRICH1,2.0,2.7237410116815473
AGPAT1,4.0,2.1708157207676217
SENP5,6.0,3.2829241710836095
APRT,1.0,1.8768350943411507
LCE2A,0.0,3.1935637381237956
CALCA,2.0,2.2276020747575576
LRIT2,1.0,2.5122949026446153
USP10,3.0,2.8066715967080973
IL9R,2.0,2.488719605444874
SPECC1,2.5,2.7616002172490055
FRMPD3,0.5,2.5108783122788543
FBN2,3.5,3.28505130326245
TMEM117,9.0,3.500148047073303
ZNF148,3.0,3.630176699164886
ARHGAP11B,2.0,3.2006335317090264
PEX2,2.0,3.2691256572854397
KHDC1,3.0,2.8672660060593
TRPM4,1.5,2.1235817043834184
OR2T10,0.5,2.468564562433651
TRAF3IP3,2.0,2.638993884992962
OR6C4,1.0,2.469540755347322
OPN1SW,2.0,2.339211307021976
GAD2,2.5,3.0192591269637674
C12orf50,3.0,3.876635583576073
TOR1B,2.0,2.33567696144284
hsa-mir-490,2.0,
GS1-24F4.2,2.0,
WIZ,4.0,2.2455615775515416
MAEL,6.0,3.3662600023354563
ZNF174,6.0,2.9284355876146453
WASL,2.0,3.7202352662814246
SHC1,3.0,2.484045067756025
AHCY,1.0,2.1571205097334434
THUMPD2,5.0,3.591040931315895
TTC32,2.0,2.6409450407892185
ASTN2,3.0,2.2502996340349064
DEPDC1,2.0,3.8624280200137964
RAP1GAP,4.0,2.2806637029576184
GK2,5.0,3.710584979582526
CEACAM19,0.0,2.3815293544835945
TIMP1,1.0,2.320250117998659
TBC1D5,3.0,3.1361246005425567
HYLS1,2.0,3.5990965992133765
CCDC6,5.0,2.7996791212464363
GCM1,5.0,2.9411051269918445
HCN3,1.0,2.234804567455155
ITIH4,6.0,2.3340801718153523
TTC24,1.0,2.4843853921882078
C1orf115,2.0,1.959755677987001
ADAR,6.0,2.776745851071911
PNP,2.0,2.870108762910501
RFX3,6.0,3.1900226260604896
RPL3,5.0,2.3818122035667852
IQCB1,5.0,3.3126460549238304
MAP4K2,3.0,1.8493016910603035
NEK1,6.0,3.962020529513619
PRSS27,2.0,2.136015621469988
GGTLC2,0.5,2.250733555027528
AASDHPPT,4.0,3.5839129954207247
ADNP,6.0,3.479414402504078
MGEA5,3.0,3.3486142686316582
OR9G1,2.0,2.1250386066128732
KIAA1211,2.25,2.6284523109850935
BCAS2,5.0,3.4105064050371428
PLCB3,2.0,2.1063941677384435
TRGJP,2.0,
SIN3B,8.0,2.153129650939497
DYRK2,2.0,2.522514514992002
TMEM260,3.0,3.2857121674543355
MYBPC2,8.0,2.221594039577093
SYTL1,4.0,2.2201805886018917
TRMT1,5.0,2.3365116689623737
DEAF1,3.0,2.357178966164789
ZNF467,1.5,2.911423407430475
PCDHB18,10.0,
PRR5L,2.0,2.1177272214064673
GARNL3,4.0,2.8904219829607714
CARD8,2.0,3.3824485161216105
MSRB3,2.0,2.7406437628211653
ZNF521,4.5,2.9180175101059223
LMO1,2.0,2.262848051337112
AD000091.2,3.0,
CDH23-AS1,3.0,
IFNA17,2.0,2.6158364871987945
MOGAT1,1.0,2.8345614182552974
ATP8A2,14.0,2.62333356825252
PLXNB2,5.0,1.9992286345905115
NPY,5.0,2.2719653686129497
TFAP2E,3.0,2.1094196464850454
DCAF12,2.0,2.6805707604792492
C1orf63,4.0,2.675734659419258
SIRT5,2.0,2.8122880973863484
ZNF280D,2.0,3.920772827559954
SLC25A39,3.0,2.1220964601925076
C10orf128,2.0,2.7785490701277906
TM7SF3,3.0,2.739461352231521
GH2,1.3333333333333333,2.072199912490019
CYP2E1,5.0,2.3449439092816537
HSPA1A,0.0,1.8632765183478286
RBFOX1,1.75,2.8765362528604563
PCDHGA6,0.8,2.2663034452454305
PRDM1,2.0,2.5351344017561623
WDR53,0.5,3.0280171361898267
LRIT3,2.5,2.813339317320204
CDH13,1.3333333333333333,2.449722210303712
OTUD6A,1.0,2.148178542037776
CAND1,3.5,3.6466259739567644
SLC35D1,0.5,2.56791622748765
MIA2,2.0,4.017188700762508
MS4A4A,0.6666666666666666,3.1365157161890664
EIF1B,2.0,3.2012946458227503
SETDB2,1.0,3.504228492331265
OLFML2B,2.6666666666666665,2.2947690790243143
SPICE1,2.0,3.550369395310431
VPS54,1.0,3.7459692074852153
TMEM200C,3.0,2.0754257883646132
MT3,3.0,3.0288571630816827
TMEM135,3.0,3.0204422100564905
TMPRSS11A,0.0,3.22860452462221
CECR6,2.0,1.8796907612008975
CHMP3,2.0,2.939710650537874
CYB5A,2.0,2.983321695309434
MTSS1,9.0,2.6417954612756356
ANP32D,2.0,2.550571058120104
CUL4A,1.0,2.7596530015526817
ABAT,4.0,2.324667771410213
CDKN2AIP,2.0,2.9687272165676086
CTNNAL1,3.0,3.2688431692959976
FAM178B,1.0,2.322981534849262
USP37,2.0,3.529149633227662
AC004076.9,0.0,3.07587869630722
ESCO2,3.0,3.425971447580298
PPP6C,2.0,3.4654791579957753
HIST1H2BL,4.0,1.905494398227934
MMP7,2.0,3.0422293600116985
WRAP53,0.5,2.6042590450753513
SERHL,2.0,
OTOA,1.6666666666666667,2.3907189160212536
TNFAIP3,3.0,2.813207939457915
GCK,2.0,2.133693319673561
ZNF677,6.0,3.762697851662882
SLC6A9,3.0,2.089291849292056
ANKRD19P,2.0,
AAK1,5.0,2.9534706906267796
GPR98,4.714285714285714,3.339881835834493
BEND2,4.0,3.405861564070878
RP11-445N18.7,3.0,
IGHG3,5.0,
KLHDC8A,7.0,2.1376277659456786
ARHGAP11A,8.0,4.001184265957852
GAL3ST3,0.0,1.9322635373280268
REG3G,5.5,2.6639548495571432
MNAT1,2.0,3.2177991620598174
IGF2BP2,2.0,2.4942065377693403
OR10J1,0.25,2.4327201236312623
MRPS24,3.0,2.255293559772889
SLC39A6,3.0,3.39232147241499
TALDO1,1.0,2.377717627028069
BTBD9,3.0,3.0390014973838952
ATP1B1,3.0,2.7899051319551527
AL021546.6,0.0,
C5orf51,1.0,3.413321318578908
USP41,3.0,
PSMC5,0.5,2.4343184921491514
KIAA1614,5.0,2.4432849010758173
SLAIN2,4.0,3.0622290908968366
ZNF785,3.0,2.3366169315353233
FASLG,4.0,2.6101725740885016
KRT73,3.0,2.1549470844284686
NUP62CL,1.0,2.9168578759723625
DNAL1,0.0,2.9503748557737293
SYT12,2.0,2.1034763526121134
INSL5,2.0,3.1512872336501636
WDR74,3.0,2.5592690393077127
ITGB1BP2,4.0,3.2128764119039617
SLC13A4,1.0,2.0809371896153945
KLF4,0.0,2.260545451404991
TRIM54,0.5,2.2406791567774516
AOC3,3.0,2.3270432912475503
TBCD,0.25,2.314167061208545
CASP7,3.0,3.003433347148903
CDS2,4.0,2.502827480934507
WDFY3,3.8,3.1214426320244755
COX18,2.0,2.6575696123650796
CLCF1,0.5,2.218746919293147
NABP1,3.0,3.2531835865994037
PSMB11,2.0,2.4623412838350522
XRN1,9.0,3.882012199889213
SLC6A7,2.0,2.0290954525157634
UNC79,2.5714285714285716,2.8794250838430684
RNF113B,1.0,2.5575660886291014
SPERT,4.0,2.141849432774559
ZNF705B,2.0,3.620105495316943
TRAJ10,2.0,
MED6,1.0,3.4690998770783588
NLGN4X,2.0,2.4201933517142105
LRRC8A,1.75,1.841133456826473
COL19A1,3.25,3.8279180388635456
PIK3C3,4.0,3.3109648611550977
ELF4,10.0,2.328854801156737
HSPH1,0.5,3.4956052477837445
SUPT4H1,0.0,2.5642925350884553
GPR128,4.0,3.040577327596049
INTS10,5.0,2.865472903452274
USP3,4.0,3.0135926653474145
RPS15,2.0,1.8546199085324697
RCCD1,2.0,2.2559865619167785
EIF4A2,5.0,3.3705578839372854
IQSEC1,5.0,2.1648768908064366
KCNA6,8.0,2.110963369716512
RRM1,2.0,3.0823041513757974
PWWP2A,0.0,2.7948207742863804
NLRP1,3.0,2.479929898187531
GNPDA2,3.0,3.929018063976193
GPR55,3.0,1.998823027994012
RAPGEF1,1.6666666666666667,2.4084865897357157
SERPINE1,4.0,2.233397185930363
MGAT5,5.0,2.912577878537428
TP53RK,3.0,2.2739613800873237
GDPGP1,2.0,2.369131088067139
LALBA,2.0,2.6310131364275287
LY6G5C,0.0,2.7057767857057007
AC004381.6,1.0,2.6599618093950355
RAB32,2.0,2.584377038737346
BCL3,0.0,2.0606474519115565
DCXR,0.0,1.9852974857146717
EPS15L1,3.0,2.5250976347474676
GPA33,0.5,2.397566663530323
RPL8,0.0,2.301244042752691
MED18,2.0,2.8913620232634405
GPNMB,2.0,2.6813775111390474
GLYR1,1.0,3.024981558844173
PNPLA3,0.0,2.3039370785277424
INTS4L2,3.0,
SLC24A3,2.0,2.2891525676217768
RBPJL,2.5,2.162877578703107
IP6K3,5.0,2.3975841955321133
ZNF175,3.0,3.2179399013073082
RHPN1,0.5,2.0934940611389843
KRT39,1.5,2.581634323470866
HIST2H2BE,4.0,1.8996125140062399
NOBOX,3.0,2.656513723043998
PM20D2,2.0,2.7526710520869573
PDE5A,6.0,3.297781796540637
FAM187B,3.0,2.169309512652111
TMPRSS11E,1.0,3.6567805641326325
ZNHIT1,3.0,2.3613361600150826
OR8J1,2.6666666666666665,2.553871930937715
ZNF124,2.0,3.1437247766980634
NCAPD3,11.0,2.7711233390741765
HCN2,2.0,1.9859718651369935
PRMT7,3.0,2.9920993917429057
EML3,1.0,2.4037029945672472
EPHA4,4.0,2.74507947436456
GSG1L,3.0,2.5417483774106477
KLHDC1,1.0,3.250416597701753
APBB1,4.0,2.5135337946217238
CRLF3,3.0,3.173998742676707
TPTE,2.857142857142857,3.4052159145622234
PDCD4,0.0,3.6495248138273397
PLEC,2.08,1.9778934914748494
UTP14C,2.0,2.9553509618999914
ZNF695,5.0,2.996901897350638
PKP3,6.0,1.9720345745697843
SLC25A53,2.0,2.486022800505539
CT45A1,3.0,3.588045354031173
KCNU1,7.0,2.8565532920304806
MRPS36,3.0,4.095089064259255
BSN,3.3333333333333335,2.600586189004623
SMS,3.0,2.8091229850118826
LRPPRC,7.0,3.128679670109677
MMP3,1.0,3.137428318871735
FEM1B,4.0,2.939986923522877
ZMAT3,3.0,3.084053673314506
COL27A1,1.75,2.621909378346937
C10orf35,3.0,2.322610874817459
PDE4C,1.0,2.205360953762781
TARSL2,5.0,2.9731759686682198
MGAT4A,1.0,3.3205240900711948
TSGA10,7.0,3.7541420778648513
UPP1,1.5,2.341226510118088
MMP2,1.5,2.5766779969644817
GPR151,0.0,2.808161379661362
KIAA0232,6.0,3.5848110691790676
C9orf43,3.0,3.17119638709978
SPTAN1,5.0,2.6253994191567047
ASAH2,3.0,3.1090364822589063
CEP85,4.0,2.894439585865707
MAP9,4.5,4.137104465709443
IL17C,2.0,2.081970176156047
NDST2,3.0,2.4851051668788484
AGAP3,1.3333333333333333,2.1027060689615107
LARP1,1.0,2.7737672597291128
NUTM2F,1.5,2.4583641184513776
TULP2,2.0,2.496781480947844
RP5-1182A14.5,2.0,
PWWP2B,4.0,2.1541814362044613
IGHV1OR21-1,4.0,2.7516528650700502
PI4KA,3.0,2.314793477354389
AMIGO2,2.0,2.5690949547400046
TRAV25,2.0,
VPS39,1.0,2.4655835708317118
PIP4K2A,0.0,2.599842580967156
HABP4,1.0,2.6891077088316955
HCP5,2.0,
ROCK1,12.0,3.791979424004571
CCDC67,7.0,3.845058144732188
FRMD8,3.0,2.021367592806376
DUOX2,8.0,2.1827106560203933
C1QTNF9B,1.0,3.6526750134205135
ADAMTS6,2.0,3.4990101328933747
LDHB,1.0,3.1388751954950154
CDCA2,5.0,3.6223256426551806
QPCTL,0.5,2.0482011379220557
SCAF1,0.5,2.1949442230555243
MMS22L,0.25,3.339392839504379
MAPK4,5.0,2.1325649564237574
PPP1R9A,4.4,3.347270944252301
TP53INP1,0.0,3.5110657506124348
COMT,3.0,1.9751822095841782
PCNA,2.0,2.8934868173042276
FAT4,1.4761904761904763,3.0402025728622357
PADI6,2.0,
TESPA1,7.0,2.7932245249523335
RHOU,3.0,2.33950852288836
SPRED1,4.0,3.7480430334080657
CRABP2,3.0,2.190061807712285
GINM1,3.0,3.1103408391147687
NAA38,2.0,3.3234934376415852
MBTD1,3.0,3.9251653969193225
RPA2,3.0,2.971126121992705
KCNV1,1.8,2.2839782808565974
NAA25,13.0,3.16249274434709
U2SURP,1.5,4.3861007507598195
HORMAD2,2.0,3.077308311968614
PRLR,10.0,3.124750677224516
SYT1,9.0,2.7427830829937685
C11orf30,1.6666666666666667,3.4640714902438505
TACR3,3.5,2.55806805677109
SNRPD2,2.0,2.0857986725514577
ZNF254,8.0,3.851575083423239
VAPB,2.0,3.0355317647070175
PUF60,0.5,2.2997186088943473
WSCD1,0.5,2.1875504414084848
ZNF20,1.0,2.740616548381127
CENPU,2.0,3.600658635160323
ZDHHC3,1.0,2.5529577924296887
RNF121,2.0,2.703010781432827
IGFBPL1,0.0,2.1209123534874275
NIPAL3,3.0,2.2108092458946844
AMIGO3,3.0,2.025698773088588
CENPB,1.5,2.2144048972476944
TTYH3,2.0,1.8924701367503625
DEFA5,0.0,2.691280223919814
BIRC7,2.0,2.3181819521084583
DNAJC5G,0.0,3.003228574424941
VPS53,7.0,2.478333515037507
RP11-85G18.6,5.0,
OR1L3,3.0,2.4499468600011123
CTDSPL2,3.0,3.595124687653299
PRR4,4.0,2.4899930136911537
C21orf128,2.0,2.7440381760270323
NAV2,2.1666666666666665,2.520854353778729
MDGA1,0.0,2.0798877010846906
WT1,3.0,2.8291320983884733
SEC14L2,0.5,2.412761793051448
AKAP3,5.0,2.890215250070559
SLC26A6,3.0,2.0648951975945598
ZXDA,4.0,2.395421868570691
MAS1L,4.0,2.414467677109104
NPSR1,1.3333333333333333,2.6524915334595187
THSD1,2.0,2.643579462247287
SLC6A20,1.0,2.015630281563229
OR4D6,2.5,2.233836281828108
SLC36A2,0.75,2.041906128745426
METAP1,3.0,3.4404371696698313
RP11-44F14.1,3.0,
SPAG11A,3.0,2.7289068467843576
MORF4L1,3.0,3.230580995989372
HOXD9,3.0,2.3029184996888756
RPL39,4.0,2.9944470224262223
COL1A2,2.8333333333333335,3.919580982422
KATNBL1,2.0,3.8624059705602267
FBXL19,2.0,2.1810975552267777
FAM181A,1.5,2.2067901454977377
ZC3H12A,0.5,2.365553492334451
ZBTB4,1.0,2.519857957374717
MRPL27,0.0,2.4542838416151422
B4GALT6,2.0,3.1908270723860426
BAZ1B,5.0,3.1031238934285406
FUT5,4.0,2.1715451059455937
RNF112,1.0,2.336893601507511
PIP5K1C,2.0,2.0798148872242344
HJURP,1.0,2.972904979790761
TTC6,1.0,2.4988789956897337
CCNT2,3.0,3.138251661064706
NHLRC2,0.0,3.535597280670649
SMC2,7.0,3.5395241625222
KCNMB2,2.0,2.6586453507929266
CMTM4,2.0,2.20816761850138
CACNB4,3.0,3.064613988938714
TBC1D8B,4.0,3.4276160378731273
FCAMR,3.0,2.562657772680477
SNUPN,3.0,2.8799116993335687
KRTAP20-2,1.0,2.880249583720977
HSP90AB1,4.0,2.7549106551067952
SMC4,8.0,3.874612986517392
NKAIN4,2.0,2.1012411879322666
WLS,1.0,2.6904020666618202
SOAT2,2.0,2.162462695355381
DCAF4L2,2.75,2.463156976031855
GTSF1L,2.0,2.9912093317129815
KIAA1033,4.0,3.4727923978944135
ABHD3,1.0,2.9384586009079166
KRTAP10-7,2.0,2.5924495692489464
HERC2P2,6.0,
PNMA1,3.0,2.648424222324049
MYH4,1.1538461538461537,2.7340858830113794
ATF1,2.0,3.098832227433452
SNRK,1.0,2.828934372891375
C9orf37,3.0,2.762439914786487
TBCE,5.0,2.928101350454378
CCDC54,4.0,3.3066813597933673
PPM1E,3.0,2.9739392777889977
WDFY2,3.0,2.7415548775700307
C7orf65,2.0,3.2443074427043617
ZNF483,1.0,3.1625092979846885
FNBP1,1.5,3.137103161676408
TBL2,0.5,2.27999231013586
FRAS1,3.8,3.0226371008322626
CABYR,2.0,3.8481152045994307
RSPH9,5.0,2.5487963874867683
KRT31,4.0,1.9863917036985193
SNORD113-4,3.0,
ZFYVE26,7.0,2.630630625798251
CELF4,2.0,2.3836974919467555
FBXO43,3.0,3.4586860201614655
HACE1,8.0,3.532633309967927
BPIFC,1.0,2.6417671819843727
APEH,2.0,2.371060843129797
OR5P3,3.0,2.463402601516781
C1orf74,0.0,2.470472301384697
C4BPA,5.0,3.3634371284428974
ASUN,2.0,3.763618519122859
FCER1A,3.0,2.8573706631692386
SOWAHD,2.0,2.0591620792026353
CFP,0.6666666666666666,2.632963468418754
ATP5G1,0.0,2.457566062381859
